names,scores,logfoldchanges,pvals,pvals_adj
RPL14,6.0581617,0.3266767,1.3768573424048823e-09,1.5490761472873093e-07
DEGS2,6.0464826,0.5475216,1.4804231450586911e-09,1.656641254906e-07
TSPAN15,6.005829,0.8951869,1.9035678462482074e-09,2.1187626284390476e-07
COL3A1,5.992128,0.5871192,2.071127438588137e-09,2.293002473764547e-07
RPL13,5.951362,0.207955,2.659198364280182e-09,2.9130818291646165e-07
MDK,5.926431,0.48434734,3.095892957799348e-09,3.3561414595643554e-07
CRTAP,5.9254203,0.6127626,3.114995937866576e-09,3.359353650298182e-07
COMMD3,5.895997,0.68053544,3.72425626668334e-09,3.9149833300377297e-07
RPL35,5.865451,0.24224092,4.479142029858878e-09,4.61436505981987e-07
RPL36,5.8646646,0.24283712,4.500413698200412e-09,4.61436505981987e-07
APOC1,5.854445,0.49379525,4.786052723281763e-09,4.859361043043249e-07
IFITM2,5.8431025,0.44025722,5.123745603770043e-09,5.169364951431801e-07
ZYX,5.842541,0.816678,5.141051911916896e-09,5.169364951431801e-07
PLXNB1,5.7987432,0.69889176,6.6813823345555196e-09,6.653889565140601e-07
COL1A1,5.778416,0.5600077,7.540705764405667e-09,7.473916656206645e-07
CRIP1,5.76202,0.31103528,8.311310343070244e-09,8.159981767955852e-07
SPI1,5.7582016,0.99979657,8.50146865583541e-09,8.307491483688179e-07
TYMP,5.749779,0.44316667,8.936012075282717e-09,8.691315669856751e-07
MAFB,5.745175,0.90524054,9.182612890581555e-09,8.889623474630907e-07
CYC1,5.7350674,0.4868715,9.747353502083554e-09,9.392658138535514e-07
CHRD,5.7258587,0.6562872,1.0291187574286625e-08,9.825723769321183e-07
VWA1,5.711596,0.5926318,1.1192137689181777e-08,1.0637130313362077e-06
TMSB4X,5.7086763,0.34079954,1.1385815380818607e-08,1.0772016424379932e-06
GNG5,5.6983447,0.48265082,1.2097638180581153e-08,1.1393676067448694e-06
SERINC2,5.6964355,0.4958984,1.2233822309912772e-08,1.1470035025158759e-06
GRINA,5.6948633,0.38127065,1.2347091384783611e-08,1.1524321079950048e-06
LRP1,5.680713,0.8473006,1.3413436905620816e-08,1.2463717667571057e-06
RFX5,5.6720657,0.8741746,1.4108581877406207e-08,1.3051378808725902e-06
ARPC1B,5.658702,0.5706637,1.5252236712830773e-08,1.3985024446733908e-06
PDE4DIP,5.6442146,0.7587518,1.659369008054333e-08,1.5016568058105604e-06
FCGR3A,5.6430917,0.9180514,1.670233576802315e-08,1.5049455267343458e-06
S100A11,5.6095133,0.34501535,2.0289651965613132e-08,1.7970587915415817e-06
NBEAL2,5.602438,0.5659535,2.1135747683083265e-08,1.8640654757444705e-06
IGHG3,5.587165,0.4576573,2.3080642206741653e-08,2.0184894407189947e-06
PPDPF,5.5566187,0.33495027,2.7505070904527055e-08,2.3656634124249013e-06
RPS21,5.54157,0.23667656,2.997714395425883e-08,2.567671910551207e-06
GSDMD,5.5349445,0.5916775,3.1132727933636025e-08,2.6341325171166674e-06
ANXA5,5.516864,0.54527277,3.451031003483498e-08,2.896361262359094e-06
HLA-A,5.515965,0.25435802,3.4687096868597614e-08,2.899506964750967e-06
GPNMB,5.509227,0.7063138,3.604128619317892e-08,2.992513998327988e-06
CTHRC1,5.509002,0.8111691,3.608729766408787e-08,2.992513998327988e-06
PPP3CA,5.5072055,0.8499781,3.645744600200631e-08,3.0112114328799974e-06
CTNNB1,5.5039487,0.4690202,3.713774654855136e-08,3.0552769038005846e-06
TSPO,5.489574,0.381784,4.029041535749907e-08,3.275799629886663e-06
EPPK1,5.4882264,0.9397521,4.0598943117253444e-08,3.2880404748735923e-06
MGAT1,5.4872155,0.59781176,4.083184109045059e-08,3.294085040529607e-06
COL1A2,5.486317,0.52259415,4.103994866816552e-08,3.2980907010779815e-06
IGLC2,5.465766,0.64414465,4.609122546500414e-08,3.689779872417678e-06
RACK1,5.4559956,0.21644011,4.869920052712977e-08,3.883621301807199e-06
CD14,5.443642,0.808142,5.2201991897025176e-08,4.147069692155275e-06
IRF7,5.4407225,0.65788,5.3064934437893466e-08,4.199595229620968e-06
SIGLEC1,5.4343214,1.034461,5.5005421303933944e-08,4.323034128511652e-06
SLC39A4,5.434209,0.7281154,5.504007130083539e-08,4.323034128511652e-06
RPS20,5.433535,0.2819259,5.5248415921658994e-08,4.323084695463948e-06
MS4A6A,5.4260106,1.0953535,5.762747088835248e-08,4.492352730599882e-06
QKI,5.405235,0.9761437,6.472353750763062e-08,5.026700409267999e-06
TCEAL1,5.403438,0.48608527,6.537556218250758e-08,5.058464502850234e-06
PTMS,5.394117,0.33103734,6.886138542782024e-08,5.308447689980187e-06
JCHAIN,5.3879404,1.3552492,7.12697405104326e-08,5.453707275677001e-06
PECAM1,5.3668275,0.92144823,8.013369309362925e-08,6.0872360877766395e-06
S100A10,5.3652554,0.54583097,8.083488164890409e-08,6.118171733237417e-06
KLF10,5.35964,0.7878819,8.338795589094302e-08,6.265837234346888e-06
IGKC,5.3546987,0.6575818,8.569910953868588e-08,6.4163354889863596e-06
CD68,5.3405485,0.7144546,9.266575341165982e-08,6.8883749696795975e-06
INPP5J,5.338078,0.7215764,9.393710073785373e-08,6.921704467460063e-06
GLB1,5.3379655,0.5933727,9.399528866222894e-08,6.921704467460063e-06
FAM96A,5.337741,0.5769118,9.411176920780234e-08,6.921704467460063e-06
RCN1,5.3279705,0.64044124,9.931615790205837e-08,7.2532158265734835e-06
TUBA1B,5.2745147,0.29226372,1.3310788859829648e-07,9.68708948701029e-06
FAM50A,5.2666535,0.5037246,1.3893310815620215e-07,1.004081150403886e-05
IMPDH1,5.2566586,0.83556527,1.4669631996912205e-07,1.0548045585196553e-05
RPS27,5.2563214,0.20623854,1.469651782313347e-07,1.0548045585196553e-05
RHBDD2,5.2545247,0.6316197,1.4840715710730253e-07,1.0614936659901701e-05
OLFML3,5.22016,0.9612768,1.7876842146783744e-07,1.2656074572896492e-05
PLAU,5.197812,1.0515691,2.0164791772609017e-07,1.4131649022056702e-05
PYDC1,5.1927586,1.150748,2.0720101984511973e-07,1.4472087339115174e-05
ADD3,5.181079,0.97264665,2.20606133619432e-07,1.5356843027273772e-05
COMP,5.1744533,0.71794426,2.285795655052931e-07,1.5858850254757236e-05
COL6A3,5.1682763,0.68442416,2.362627039824591e-07,1.633744824149802e-05
CTSB,5.1628857,0.36128134,2.4317138270769254e-07,1.675950052873481e-05
CD82,5.159966,0.9836702,2.4699465742592466e-07,1.6966821121000648e-05
MT2A,5.1505327,0.2738521,2.597477589337659e-07,1.772586837523739e-05
HMGN2,5.144131,0.35411412,2.6876142731682544e-07,1.8281046889452302e-05
BRI3,5.141436,0.5376523,2.7264637649244307e-07,1.8484891466819903e-05
C19orf33,5.1390777,0.42626342,2.7609015175946186e-07,1.8657598762082594e-05
FXYD5,5.1264997,0.82323,2.951782709860052e-07,1.9882979068940816e-05
CSKMT,5.1252646,0.6031865,2.9712028068303415e-07,1.9908804919727652e-05
CTSS,5.1242537,0.6707238,2.98718368823619e-07,1.9927961950944892e-05
COL16A1,5.102018,0.9761556,3.360509510566281e-07,2.227568310602757e-05
ENSA,5.086857,0.41149178,3.640460026855489e-07,2.405477301554608e-05
SMPD2,5.084611,0.982873,3.68380271055092e-07,2.4264135954875586e-05
DSG2,5.061252,0.60313404,4.1651210496923156e-07,2.726189607808046e-05
ARMT1,5.0583324,0.71245474,4.229391680219808e-07,2.7595786342349558e-05
DNM2,5.0526047,0.60278314,4.358251366382476e-07,2.8347701231214017e-05
C12orf75,5.034412,0.86416036,4.793184036490395e-07,3.0983022526556234e-05
SCARB1,5.02408,0.6580347,5.05851699887304e-07,3.259689560821779e-05
AES,5.01386,0.35321242,5.33487020880113e-07,3.416615031568822e-05
DNAJA1,5.002293,0.4534592,5.665233297510414e-07,3.617060302281649e-05
SLC7A2,5.000047,0.7123928,5.731628936568476e-07,3.648260693753403e-05
GSTP1,4.9990363,0.67644525,5.761751128429368e-07,3.6562526825344166e-05
STAB1,4.997689,0.9766919,5.802151528449972e-07,3.670698538393851e-05
ANP32E,4.996678,0.769822,5.832630898965723e-07,3.6787993797294713e-05
NFKB2,4.993983,0.6883639,5.91466570221609e-07,3.718869811799428e-05
FBXL3,4.991175,0.85137033,6.001300938718419e-07,3.751083415570125e-05
SAMHD1,4.979945,0.71151984,6.360234143996397e-07,3.951698909646e-05
RPS3A,4.973993,0.25343147,6.558768575622143e-07,4.062922890863074e-05
NAA10,4.9642224,0.43750444,6.897677646006842e-07,4.2601858315722974e-05
TSTA3,4.94311,0.61404634,7.688616262726838e-07,4.720674303610514e-05
ANXA1,4.9271626,0.9067739,8.343223328596378e-07,5.092546931419502e-05
SRGN,4.925703,0.7517215,8.405764613202386e-07,5.115718849684049e-05
CACYBP,4.922783,0.42163044,8.532204407768828e-07,5.177530686393598e-05
PCOLCE,4.921548,0.7621661,8.586247765876086e-07,5.195179098806537e-05
SNX1,4.9204245,0.6171062,8.635664031035827e-07,5.209933656289267e-05
SFXN3,4.918291,0.82726353,8.730310506244867e-07,5.251811643843371e-05
STX4,4.9106545,0.67352325,9.077298140497853e-07,5.413606976971985e-05
RHOC,4.898413,0.35868374,9.661362660144241e-07,5.680553740345826e-05
SULF1,4.8970656,0.71775466,9.727831140030124e-07,5.703523305594e-05
PHGR1,4.894258,0.744293,9.867723910034438e-07,5.769292288299348e-05
KIFC2,4.892574,0.7077426,9.952586989862794e-07,5.8026091206443754e-05
PTPRC,4.892012,0.95848686,9.981030477614563e-07,5.802937663717026e-05
CD63,4.891001,0.23863843,1.0032426057928705e-06,5.816571475479891e-05
PPP1R14B,4.884263,0.57452464,1.0381630948411884e-06,6.002312960006805e-05
HSPB1,4.8824663,0.2033364,1.0476710280231548e-06,6.040505478469237e-05
CCNG2,4.8802204,0.6721879,1.0596738431245506e-06,6.090486243215231e-05
NRP1,4.879434,1.1341537,1.0639060105652751e-06,6.090486243215231e-05
TREM2,4.8773003,1.0925218,1.0754754834777012e-06,6.132862113179417e-05
ATP9A,4.864161,0.5492002,1.1494328596732572e-06,6.51888161886626e-05
UBP1,4.858209,0.6297589,1.1845232010788135e-06,6.681481275678706e-05
TNFRSF12A,4.8386683,0.7329014,1.30711928051767e-06,7.353075866133724e-05
PSMA3,4.831481,0.47939026,1.3552113939284905e-06,7.595470432600642e-05
BTG2,4.8311443,0.6131875,1.3575069669104636e-06,7.595470432600642e-05
LTC4S,4.8305826,0.75406265,1.361341234605639e-06,7.596503071603691e-05
ANXA2,4.818454,0.47397527,1.4467492688834893e-06,8.030037142010919e-05
CAPS,4.814748,0.5637812,1.4738580755867927e-06,8.158745208846676e-05
HTRA1,4.812165,0.69025713,1.493040212582905e-06,8.221200789603329e-05
COMMD9,4.810705,0.7522554,1.5039882315887454e-06,8.259633523031174e-05
GSTO1,4.8037424,0.5064633,1.5572724394362465e-06,8.485096480216239e-05
GM2A,4.8037424,0.6276014,1.5572724394362465e-06,8.485096480216239e-05
ERAP1,4.7957687,0.63717276,1.6205209923209993e-06,8.775653383776306e-05
CISH,4.793635,0.54322207,1.6378610707410018e-06,8.808899309148116e-05
CST1,4.7801585,0.7945389,1.7515683287157693e-06,9.396170926260315e-05
LGALS3,4.767581,0.53029,1.864511715362003e-06,9.950755600908905e-05
RHOT2,4.753992,0.5680922,1.994386859078429e-06,0.00010616667029375556
CDK2AP2,4.734452,0.71489817,2.1964817313567165e-06,0.00011603444354431142
FAM20C,4.7331038,0.7150133,2.2111215166195402e-06,0.00011621788698716948
GNPDA1,4.7229967,0.7560102,2.3239457462602975e-06,0.00012153418784588401
WIPF1,4.720863,0.78642654,2.3484609338614762e-06,0.0001220995113657847
ATP8A2,4.706488,1.1047012,2.520204869361658e-06,0.00013016264057293684
ADA2,4.7054777,0.8009823,2.5327238830130357e-06,0.00013045017906566258
FUOM,4.7050285,0.77541274,2.5383070299602837e-06,0.00013045017906566258
CTSC,4.6977286,0.77882934,2.6307059118428774e-06,0.0001342046883556315
MALAT1,4.683803,0.4314316,2.81600468657167e-06,0.00014330640964866194
ACAA1,4.6761665,0.54614925,2.922872213371804e-06,0.00014802107603192392
NSMF,4.6702147,0.6830285,3.008853385511161e-06,0.00015200552030589638
SIGIRR,4.666958,0.5037176,3.0569214181106253e-06,0.00015368783187573565
ISLR,4.660107,0.6481709,3.1604458081303063e-06,0.0001577494461640868
RPL28,4.6560645,0.1529859,3.2231113514049587e-06,0.0001597281896860543
THY1,4.6487646,0.5983784,3.3392881369561144e-06,0.00016470128739953688
PTPA,4.6413527,0.42977723,3.461355987542712e-06,0.0001698858240377374
CCNO,4.6409035,0.978419,3.4688899402343807e-06,0.0001698858240377374
ECE1,4.637759,0.5995149,3.5220696015435362e-06,0.0001720853443345708
DGLUCY,4.6313577,0.8568499,3.63275376466472e-06,0.00017666387116292402
SPARCL1,4.615411,0.6335867,3.923183623718389e-06,0.00018990033475366176
CSF1R,4.6011486,0.81062776,4.20167817128637e-06,0.00020290888505140254
PMAIP1,4.59048,0.9110525,4.422284414942962e-06,0.00021306811993662691
ARRDC3,4.588009,0.7685472,4.474932306318995e-06,0.00021510679220259488
PLAUR,4.5861,0.8650821,4.5160255043002425e-06,0.0002165819236094591
MXD3,4.5840783,0.70586336,4.559929896781734e-06,0.00021818478361290805
CD59,4.565324,0.38038906,4.987236135048652e-06,0.00023753851925607008
EDN2,4.5610566,1.7210501,5.089689681785848e-06,0.000241864842549522
DNAJC1,4.555778,0.62973386,5.219198235018403e-06,0.0002474541960448133
TPCN2,4.5501633,0.6969457,5.360435142084089e-06,0.0002529979524882953
PLVAP,4.5369115,0.6511507,5.708407717141335e-06,0.00026881176068909444
NEK7,4.524558,0.5575905,6.052182415020742e-06,0.00028435694082673074
MSR1,4.523997,0.9428572,6.0682701317094004e-06,0.0002844706633364853
SLC25A28,4.523098,0.70445603,6.094095631700158e-06,0.0002847023119600382
CLCN7,4.5228734,0.5053241,6.100568421936055e-06,0.0002847023119600382
MAGED2,4.5098467,0.28117248,6.487455971022218e-06,0.0003014060459394117
C7orf50,4.5042315,0.5235372,6.661360970763991e-06,0.0003081101494344038
SLCO2B1,4.4895196,0.76401854,7.138394396943976e-06,0.0003287135862344954
SRA1,4.4805355,0.5186709,7.4455993935747925e-06,0.0003413495721979421
RARS,4.476605,0.57270104,7.583940916400555e-06,0.0003469277939207937
CDK18,4.4699793,1.2341,7.822725607437886e-06,0.00035628492514926075
SIL1,4.468519,0.5258643,7.876297147689015e-06,0.0003579415913362427
C3AR1,4.4668345,1.1567415,7.938546295159443e-06,0.00035998453722755697
AC068888.1,4.4600964,0.5115972,8.192278353726625e-06,0.0003698787020704251
SPARC,4.4545937,0.34275967,8.40522516723783e-06,0.0003780517230422904
CFL1,4.454481,0.18642533,8.4096256254723e-06,0.0003780517230422904
NPC2,4.4420156,0.47203484,8.912004751236062e-06,0.0003997725579573866
COL5A2,4.437074,0.60983443,9.118977911973394e-06,0.00040817721776304134
SFRP2,4.4362884,0.5293452,9.152326004728145e-06,0.00040879080142148416
CTSK,4.419106,0.6781873,9.911003224869272e-06,0.0004417293814184776
PLP2,4.4177585,0.49724856,9.972982324552959e-06,0.0004435419959471054
IP6K2,4.415063,0.46785927,1.0098052900577636e-05,0.000448146850901115
SPNS1,4.413491,0.5105102,1.0171701065238405e-05,0.00045045486376994075
CTSZ,4.402822,0.6607659,1.0685176968016996e-05,0.0004692009987601387
TMEM42,4.398555,0.72841895,1.0897419926921073e-05,0.0004775134702293373
TP53INP1,4.3921533,0.418585,1.1223347366974067e-05,0.0004907620842357106
CLPSL2,4.3793507,0.84977645,1.1903333719936164e-05,0.0005183179666250027
PHYHD1,4.37542,1.1470261,1.2119872159591698e-05,0.0005266313803242701
PSMB9,4.374971,0.49225643,1.2144857430366561e-05,0.0005266313803242701
TWF2,4.366324,0.58711994,1.2635513272106726e-05,0.0005453443591147422
LAMB2,4.365987,0.4231432,1.2655007468647088e-05,0.0005453443591147422
ABRACL,4.357564,0.68961763,1.315179335611187e-05,0.0005655814605663481
KXD1,4.343639,0.6137552,1.40141946110736e-05,0.0006014256631647132
COPS4,4.341056,0.6439341,1.417997604457523e-05,0.0006072881098596478
RNH1,4.3275795,0.42773348,1.5075700307690743e-05,0.0006443156120220446
TNFRSF14,4.3227506,0.6258197,1.5409603885064317e-05,0.0006559008083102836
ITGB2,4.3191566,0.6422748,1.566265367082439e-05,0.0006653111704174263
CTSA,4.3148894,0.3765549,1.5968296303851857e-05,0.0006769126665343636
ATF3,4.3139906,1.1771123,1.6033362587751037e-05,0.0006782894489866871
ENO1,4.31006,0.278844,1.6321010751113794e-05,0.0006890578453827231
TMED5,4.306691,0.7070479,1.657147492528235e-05,0.0006975129710370196
C8orf33,4.302536,0.5253927,1.688542762830062e-05,0.000707866907480376
VCL,4.3023114,0.6551876,1.690255851915763e-05,0.000707866907480376
PAXX,4.300964,0.41672263,1.7005692195685845e-05,0.0007107559786365565
CNIH4,4.2919793,0.47295117,1.7708730881461676e-05,0.0007357076338657552
RPS9,4.279963,0.21803455,1.86924289109555e-05,0.0007719528082393408
STX5,4.2759204,0.62221956,1.9034938240955456e-05,0.0007829905228206459
ARHGAP18,4.2718773,1.2052823,1.9383420025276184e-05,0.0007941860322954695
ITPRIPL2,4.271428,0.57589644,1.9422513151139597e-05,0.0007942243393473862
A2M,4.266936,0.45540506,1.9817596521997278e-05,0.0008087910862918654
SERPINA1,4.25885,0.7194872,2.0548107777850816e-05,0.0008337519249683665
CCDC124,4.2585135,0.47836864,2.057909539760682e-05,0.0008337519249683665
RPL27A,4.2552567,0.24454413,2.0880945139076052e-05,0.0008435482772802858
SCAP,4.2549195,0.5412263,2.0912410448574396e-05,0.0008435482772802858
STIP1,4.2530103,0.46383455,2.10915682816955e-05,0.0008491294046715864
CAVIN1,4.252,0.58303064,2.118700715481819e-05,0.0008513250326648375
RGS19,4.246609,0.66612667,2.1702997406025308e-05,0.0008653758390977218
LAMTOR4,4.2452617,0.3528883,2.183385173442135e-05,0.0008689288527729369
TMEM159,4.242903,0.66967577,2.2064655792804437e-05,0.0008764384459378464
VPS28,4.2406573,0.38415253,2.2286626776952083e-05,0.0008818894481663129
SIRT2,4.23931,0.55876124,2.2420827813850145e-05,0.0008855163379838272
