names,scores,logfoldchanges,pvals,pvals_adj
TYROBP,9.511534,0.9995711,1.8787232383850017e-21,1.15011016128663e-18
IGFBP7,9.470481,0.7720894,2.7855831700525677e-21,1.6565465171849755e-18
LUM,9.43208,0.999424,4.0203600815222046e-21,2.263734593858155e-18
POSTN,9.431982,0.98435926,4.0241270285746004e-21,2.263734593858155e-18
NUPR1,9.391322,0.50419056,5.925180331359817e-21,3.245439563603243e-18
MARCKS,9.368144,0.9714198,7.381911626245564e-21,3.939669450991671e-18
SHISA2,9.354787,1.1666315,8.376817303325023e-21,4.292252149289077e-18
ISG15,9.303422,0.5173845,1.359962500703395e-20,6.582851044102434e-18
IGLC2,9.252155,1.1364865,2.2000992116091774e-20,1.0407469316007595e-17
IGHG3,9.192148,0.90199274,3.850730912920261e-20,1.781091404922718e-17
LGALS1,9.165631,0.69457084,4.925795572041719e-20,2.228815413836442e-17
FN1,9.102088,0.77210814,8.861173440380195e-20,3.924180084852625e-17
SULF1,9.059856,1.193409,1.3062206243443946e-19,5.481774606409237e-17
FTH1,9.006626,0.2433491,2.124936308845577e-19,8.672240065159184e-17
SDC1,8.878557,0.76435107,6.7733034742260725e-19,2.6599912926894617e-16
VCAN,8.801363,1.1929239,1.3516460040871058e-18,5.209844431309078e-16
LAPTM5,8.7990055,0.8098857,1.3803364149052891e-18,5.223694934516125e-16
C1QA,8.742043,0.83925074,2.2893273916393e-18,8.508939344567927e-16
COL3A1,8.735364,0.7981754,2.428719461025493e-18,8.868660852944669e-16
S100A14,8.731043,0.65257156,2.523345969399637e-18,9.055331552945525e-16
KRT7,8.606903,1.0418587,7.50608209866286e-18,2.6479930983316737e-15
SFRP2,8.580091,0.9728777,9.479788964033627e-18,3.2885387916232653e-15
S100A11,8.509477,0.42454022,1.747198339969872e-17,5.961669876743101e-15
VIM,8.438372,0.62971437,3.217896931635128e-17,1.0802791408879606e-14
MMP2,8.406943,0.9315351,4.208333475644531e-17,1.3903532216200837e-14
IGKC,8.368444,0.8931851,5.838378897786906e-17,1.8695387442851794e-14
RPL28,8.252162,0.22984973,1.555549502789022e-16,4.692348891456624e-14
ACTA2,8.195003,1.0597498,2.505886087482281e-16,7.451073289265171e-14
TNFSF10,8.187047,0.69666356,2.677136047706584e-16,7.848156295347161e-14
MYL6,8.173395,0.23322259,2.9982892919320585e-16,8.667554628093593e-14
FCER1G,8.124093,0.9392997,4.507195127486252e-16,1.285106292924642e-13
LY6E,8.012132,0.36884543,1.1273720845466093e-15,3.0792261297008947e-13
PHLDA3,8.006828,0.7484974,1.177048609170459e-15,3.140908942471017e-13
BGN,7.9815874,0.8246359,1.4446299539002176e-15,3.8061427671492567e-13
B4GALT1,7.978052,0.843923,1.4866080269635338e-15,3.867782434152374e-13
MYL9,7.9589005,0.7550289,1.7357455066962433e-15,4.4058301190701954e-13
SECTM1,7.8327966,0.85057944,4.77136314218926e-15,1.1793732363397868e-12
CTHRC1,7.7965565,1.0323333,6.361945862253402e-15,1.539738850894678e-12
CCDC80,7.786735,1.3223934,6.8762921355084074e-15,1.6450936150399078e-12
CXCL17,7.757566,1.4951626,8.657474082003666e-15,2.0476893811684577e-12
PLPP2,7.74362,0.79026735,9.662548571385243e-15,2.2346253996090274e-12
IFITM3,7.7017817,0.41468623,1.3418194369395603e-14,3.035720626136957e-12
EEF1D,7.6877375,0.5264442,1.4975976257134385e-14,3.3517201055483344e-12
CLDN3,7.6734967,0.45750105,1.6736985345832197e-14,3.705995882852674e-12
CD81,7.635685,0.34553277,2.2462275646734197e-14,4.921366371696059e-12
ELF3,7.617123,0.38627478,2.5939208515822614e-14,5.62394464633679e-12
COL6A2,7.599543,0.6698039,2.971781296607791e-14,6.37676865026748e-12
RPL13,7.5972843,0.2164856,3.024098954473842e-14,6.4228158814712794e-12
ISLR,7.5514193,0.93728364,4.3054053064570486e-14,8.9612706048597e-12
CYP4B1,7.549357,1.0538191,4.3741311652480817e-14,9.01417485875976e-12
TIMP2,7.500251,0.6662435,6.36958443888169e-14,1.2997699069694461e-11
IGHG1,7.497992,0.94428974,6.480289330778777e-14,1.3095217682604803e-11
MX1,7.495144,1.1366682,6.622572950079179e-14,1.3254060902206543e-11
LGALS9,7.345665,1.0389771,2.0473831594918486e-13,3.9826386057629286e-11
COL12A1,7.335058,1.0182385,2.2162501732294026e-13,4.271206583851554e-11
BSG,7.3308353,0.4662245,2.2872283911891346e-13,4.367557039835839e-11
A2M,7.325041,0.7310637,2.3882628535577163e-13,4.519027548540937e-11
COL4A1,7.3069696,0.9099775,2.7323421349656765e-13,5.1235107384842874e-11
COX5B,7.2930236,0.35498488,3.0307505414599455e-13,5.63232515803101e-11
C19orf24,7.273185,0.7725132,3.511095962730705e-13,6.467252333475831e-11
C1QC,7.270042,0.78697115,3.5937583251458174e-13,6.561446121016231e-11
MMP14,7.250989,1.0152538,4.1373975426486404e-13,7.488329778494679e-11
SIGLEC1,7.245391,1.284212,4.3119418080966667e-13,7.736961792562416e-11
SERPINF1,7.1997223,0.8408252,6.033535585681223e-13,1.0733505100886237e-10
IFITM1,7.188035,0.65191495,6.573042316776863e-13,1.1521577396080965e-10
SFRP4,7.1877403,1.6661514,6.587237965473407e-13,1.1521577396080965e-10
THY1,7.1781154,0.86595404,7.067880233373452e-13,1.2201656741912613e-10
RPLP2,7.1776247,0.27565703,7.093304822578199e-13,1.2201656741912613e-10
LMNA,7.1503215,0.50923705,8.657483577944385e-13,1.4650151478970278e-10
CRISP2,7.14492,1.846449,9.00483616210984e-13,1.5014022793476056e-10
CAVIN1,7.1409917,0.92981595,9.266011285407237e-13,1.5186044007438285e-10
TYMP,7.122724,0.51078945,1.0581455899451345e-12,1.707305605357987e-10
IGFBP3,7.116242,1.1347873,1.109094574988718e-12,1.7757457295242446e-10
THBS2,7.0941443,0.9068302,1.3015422435339094e-12,2.0679618516728845e-10
EMP1,7.052601,1.1041005,1.7560424839007252e-12,2.7276319596947534e-10
RNASE1,7.049458,0.83703333,1.7961615349538676e-12,2.769281939891096e-10
PDZK1IP1,7.034628,1.2151488,1.9979345482925796e-12,3.057721300600129e-10
GAA,6.9858165,0.662289,2.832039127759579e-12,4.3026322923494803e-10
CALR,6.9542904,0.34012318,3.543407199829229e-12,5.305933630017667e-10
ELN,6.923943,1.7554456,4.392426198960559e-12,6.483968716678374e-10
CSDE1,6.883676,0.58089167,5.8327403606255795e-12,8.549482948314142e-10
ECM1,6.849007,0.94870114,7.436420058371634e-12,1.0823891405241063e-09
NENF,6.838204,0.50033355,8.019215696466998e-12,1.1591108021268342e-09
TPM2,6.7990174,0.88483506,1.0533508369066672e-11,1.501674268450368e-09
IGHA1,6.761402,0.7438334,1.36662519727117e-11,1.931098033011273e-09
C1R,6.754233,0.8639802,1.4359306638096892e-11,2.005869854800998e-09
RNASET2,6.7393045,0.66550964,1.591465165446004e-11,2.208317063572875e-09
SPARCL1,6.7278137,0.8877527,1.722311790867122e-11,2.3740528221926013e-09
GPX4,6.7188764,0.34500468,1.831310854510896e-11,2.4913009232542347e-09
PSAP,6.7085643,0.28710058,1.9654868921259192e-11,2.648226726423139e-09
COL5A2,6.69285,0.8369096,2.1886502374902806e-11,2.920164489943763e-09
CAPG,6.687645,0.5311156,2.267903748346778e-11,2.9976427194223654e-09
CTGF,6.687154,0.89878887,2.275523924611962e-11,2.9976427194223654e-09
LGMN,6.6794934,0.713403,2.397695317403287e-11,3.1387188890837745e-09
GRN,6.6619134,0.3540253,2.7028505743148357e-11,3.494231792160807e-09
RAC1,6.6591635,0.45832664,2.7539027727615105e-11,3.538255081003585e-09
ADAM15,6.650226,0.5128344,2.926427145980482e-11,3.7368499764685735e-09
COL11A1,6.6155577,1.2101938,3.701541185683814e-11,4.6693259538680545e-09
TMEM259,6.586978,0.68131465,4.488693644944189e-11,5.628172863004118e-09
HSPG2,6.566746,0.7605811,5.142660978728813e-11,6.371389619717947e-09
CD68,6.5607553,0.82465136,5.353594437136084e-11,6.571981350012258e-09
MSR1,6.5603623,1.0866766,5.367718023936215e-11,6.571981350012258e-09
RPS11,6.5563354,0.20376138,5.514602576091771e-11,6.712335556653458e-09
ITPRIPL2,6.5427823,0.7873207,6.038465397961238e-11,7.307245278672396e-09
CTSK,6.511944,0.8573729,7.418444484046684e-11,8.87399445350274e-09
RSAD2,6.5106673,1.3072217,7.481778335602778e-11,8.89861338727064e-09
AGPAT2,6.4964266,0.7215414,8.225033877786467e-11,9.727037223423155e-09
GAS6,6.4885693,0.8332044,8.665522836788405e-11,1.0190067362989483e-08
SERPING1,6.4871945,0.61134595,8.744944560897559e-11,1.0225689668006843e-08
LRP1,6.4727573,0.83701766,9.6230461197429e-11,1.118961351599602e-08
IFI6,6.461463,0.34667066,1.0369556787577805e-10,1.1990664165369136e-08
IFIT1,6.4515433,0.60528153,1.1071665185730948e-10,1.2731803269381434e-08
TPM4,6.44516,0.4938849,1.1547872943739648e-10,1.320645205774709e-08
MYO6,6.405286,0.7309877,1.5008808286056933e-10,1.7070674080108687e-08
ITM2B,6.3988037,0.3240817,1.565990229945195e-10,1.761865980869151e-08
CYBA,6.3834825,0.5887235,1.7310524592951746e-10,1.937103542353213e-08
MALAT1,6.3819113,0.52306825,1.7489133786260927e-10,1.9466247627124864e-08
ANXA2,6.3783755,0.5530278,1.7897613387140941e-10,1.981494282127402e-08
SPTSSA,6.344394,0.72243416,2.2330228889230157e-10,2.446217811054929e-08
ARPC5,6.3311357,0.62384945,2.4336326618400817e-10,2.652022524792642e-08
ATP5F1D,6.304815,0.55739933,2.88538618209389e-10,3.1279389580261575e-08
SPI1,6.297744,1.0424746,3.0200954873370124e-10,3.2504977342536995e-08
MCRIP1,6.2972527,0.6467904,3.0296750285635523e-10,3.2504977342536995e-08
MYL12A,6.2950916,0.4467912,3.0721786848312645e-10,3.279196263901433e-08
S100A16,6.2545304,0.31896627,3.987139914480144e-10,4.225880009708439e-08
FHL2,6.2540393,1.3275471,3.9997038623645746e-10,4.225880009708439e-08
MUC5B,6.2458878,0.60169625,4.213999510041333e-10,4.4298073637373894e-08
IRF7,6.200514,0.66265345,5.627914394849386e-10,5.827831353950006e-08
RPL18A,6.1897106,0.21070142,6.027483813502353e-10,6.2106954502098e-08
ID3,6.176059,0.95810604,6.572144857215978e-10,6.738552860004599e-08
PARP10,6.159363,0.50533056,7.303816396862753e-10,7.452040906093203e-08
IGLC3,6.149149,1.2168851,7.789982593258613e-10,7.909302326638282e-08
NBL1,6.146399,0.6410015,7.926177400013225e-10,8.008517301158994e-08
EFEMP2,6.1063285,1.252184,1.0194908422702902e-09,1.0251054295175759e-07
SLC40A1,6.099257,1.0810341,1.0656247653816102e-09,1.0663420128198479e-07
SELENOW,6.0748024,0.39118397,1.2414045818699956e-09,1.2304092841448612e-07
EGFL7,6.0660615,0.7684324,1.3108489027880995e-09,1.2930809982289812e-07
CNN2,6.0494637,0.7754973,1.4532875483640685e-09,1.4268267467759302e-07
MRPL52,6.0474997,0.4617294,1.4711110896709403e-09,1.43754489297704e-07
STAT6,6.018036,0.9319784,1.7654601440603104e-09,1.701217011040338e-07
NDRG2,6.013322,0.6946258,1.8175976625445616e-09,1.7433860713457378e-07
CALD1,5.9943666,0.80285627,2.0427976333398683e-09,1.9414972575495897e-07
PDLIM1,5.977474,0.6692698,2.2662354009522694e-09,2.1343630604262686e-07
CXCL10,5.971091,1.0381001,2.3567279626731305e-09,2.209591703381916e-07
IFI44L,5.946734,0.8449772,2.7354530878605366e-09,2.5531713260416685e-07
PSMA6,5.928859,0.9910958,3.050460036408915e-09,2.834476571331034e-07
PTGFRN,5.9261093,0.79027754,3.101957171601952e-09,2.869517180876579e-07
VPS28,5.9238505,0.42730752,3.1448907427998296e-09,2.883601582406857e-07
C1orf122,5.8955655,0.56654996,3.734000846746098e-09,3.4087497203584775e-07
RPL8,5.8701286,0.28051078,4.354569169869209e-09,3.9067242543817983e-07
TXNIP,5.8621736,0.6102715,4.568471575701136e-09,4.081037226465384e-07
TREM2,5.8390937,1.0912263,5.248553365531658e-09,4.6486548829862093e-07
COL6A1,5.825835,0.53245515,5.682769797212298e-09,5.011914006744778e-07
HOPX,5.8186655,1.8132706,5.931925316387937e-09,5.187693005684811e-07
TIMP1,5.814934,0.62053984,6.065795887718121e-09,5.282572201128242e-07
NOTCH3,5.804425,0.71698046,6.458729300503188e-09,5.60133298586139e-07
PIP,5.8009877,0.7813037,6.592551445633259e-09,5.693666630266002e-07
AQP1,5.7954874,1.0118841,6.812294854812063e-09,5.859136574713152e-07
ARHGDIB,5.781443,0.50593626,7.406243379748755e-09,6.317768430577483e-07
GSTP1,5.7610154,0.70969236,8.360949192020799e-09,7.074178718809793e-07
ST6GAL1,5.744221,0.8121181,9.234512219000744e-09,7.71916214161773e-07
KCTD12,5.741962,0.91681457,9.358576261906639e-09,7.791576252612992e-07
RPS21,5.734498,0.22488746,9.780157511485533e-09,8.110127428050195e-07
CCL2,5.7124987,1.0581645,1.113293798270165e-08,9.122872880785517e-07
NDUFB7,5.7074895,0.324495,1.1465454458660414e-08,9.354269219735233e-07
PLVAP,5.7069006,0.92111546,1.1505202845451233e-08,9.354269219735233e-07
MMP11,5.6944275,0.6151622,1.2378655117685718e-08,9.94785048723979e-07
MGST3,5.6859813,0.39836887,1.3006362819279533e-08,1.0412093681557086e-06
FCGR2A,5.684017,0.71607846,1.3156714434911924e-08,1.0458062759848217e-06
MRC2,5.683919,0.8505495,1.3164276175075589e-08,1.0458062759848217e-06
RIIAD1,5.6716423,0.92581224,1.4143500541678139e-08,1.1193263128307557e-06
PLXND1,5.6283307,0.6087031,1.8196178735774214e-08,1.4238167827308439e-06
COL5A1,5.6262684,0.7009858,1.841497135910213e-08,1.4342585795734277e-06
SPP1,5.6257772,0.7489388,1.8467440152093716e-08,1.4342585795734277e-06
HOMER3,5.6223397,0.80450326,1.8838807756695542e-08,1.4576615042671414e-06
XIST,5.6008315,1.1804225,2.1332598635172296e-08,1.64450632589806e-06
EIF3B,5.572252,0.46542048,2.5146753098404623e-08,1.9242813198168888e-06
TPGS1,5.571466,0.7880215,2.5260443970412496e-08,1.925900662271669e-06
RPL18,5.5646896,0.19189604,2.6261955491989617e-08,1.9949501518623063e-06
COL6A3,5.5609574,0.6976495,2.6829857028378443e-08,2.030678706140614e-06
RPS5,5.5364046,0.21096894,3.0874408254977445e-08,2.3115824943133114e-06
TACC1,5.532869,1.0460993,3.1503501827247566e-08,2.3502289857789637e-06
COL18A1,5.517351,0.5861969,3.441469284799233e-08,2.558240774778973e-06
SRD5A3,5.49987,0.6569867,3.8007214090680885e-08,2.8052558655440848e-06
C3,5.4858255,0.5451329,4.1154339670176026e-08,3.026807158639731e-06
CAPN2,5.473647,0.68519396,4.4086673095035913e-08,3.221505111221028e-06
TMSB4X,5.473549,0.288615,4.411112504554593e-08,3.221505111221028e-06
AXL,5.463433,0.8761999,4.670135761414144e-08,3.3987484523802095e-06
COL8A1,5.451746,1.0437329,4.987772507053675e-08,3.604704755618583e-06
RGS5,5.444085,1.079377,5.2072279726040754e-08,3.7373532076476285e-06
GPR162,5.4163895,1.4585834,6.081455385734233e-08,4.305422190431032e-06
KLF2,5.4033275,0.6844116,6.541594247217964e-08,4.599889954783605e-06
RPL36,5.394783,0.1932898,6.860647505867335e-08,4.807997211687633e-06
UNC93B1,5.3861403,0.72990686,7.198682200175632e-08,5.0053678289537465e-06
FSTL1,5.3857474,0.80606526,7.214424659777669e-08,5.0053678289537465e-06
EMP3,5.3751407,0.7134414,7.652300788906369e-08,5.274006245705204e-06
CTSD,5.3669887,0.28323132,8.006199953970601e-08,5.499704483232479e-06
RPLP1,5.3450875,0.17775439,9.037333906117249e-08,6.187600918484356e-06
MS4A7,5.3439093,1.100318,9.096322209659031e-08,6.207568867929281e-06
PABPC1,5.3235793,0.19389325,1.0174513727885878e-07,6.875724958838203e-06
VPS37B,5.3109097,0.7607868,1.090792918690995e-07,7.34749637852245e-06
SLC15A3,5.297946,0.6990382,1.1711268085013039e-07,7.863172061982625e-06
COL4A2,5.2921515,0.61466885,1.2088578230327646e-07,8.090407308232786e-06
OLFML3,5.2862587,0.8984622,1.248433546152203e-07,8.328492253080754e-06
SMYD2,5.283607,0.6817206,1.26664889468981e-07,8.418734081928262e-06
FXYD5,5.283116,0.65390426,1.270050207420714e-07,8.418734081928262e-06
PLEC,5.2815447,0.4456209,1.280993892308724e-07,8.464319642702788e-06
ZYX,5.2797766,0.6121615,1.2934145910950512e-07,8.51934534780139e-06
SEC61A1,5.276241,0.38944,1.3186064614877065e-07,8.657878514007924e-06
CIRBP,5.2499204,0.3862789,1.521651091691261e-07,9.835914851696245e-06
NNMT,5.242849,0.76736987,1.5811598094424916e-07,1.0126233930380313e-05
C6orf132,5.238724,0.79567474,1.6169060047583393e-07,1.0319245111733406e-05
CCT3,5.238233,0.34602535,1.6212131985859632e-07,1.0319245111733406e-05
ANXA1,5.234206,0.78178406,1.6569531396738736e-07,1.0514580075967073e-05
AGRN,5.2311616,0.56379473,1.6844805824943945e-07,1.0624478437587371e-05
FABP5,5.222912,0.93060225,1.7613118340245662e-07,1.107551193757925e-05
CD24,5.2032695,0.21614803,1.958125552702424e-07,1.227603170299646e-05
FAM177A1,5.2008142,0.60669965,1.9841735145058502e-07,1.2401978237514944e-05
OCLN,5.1805825,0.54474103,2.2119399420757728e-07,1.3649817908017423e-05
IER5L,5.1757703,0.6090168,2.2697271213077095e-07,1.3935722803214947e-05
POLR2E,5.1690917,0.49596822,2.3523437919807206e-07,1.4400495201849036e-05
TSPAN9,5.162413,0.6853846,2.4378622885182627e-07,1.483674434889448e-05
PODXL2,5.1244054,0.7642423,2.984782796150359e-07,1.795528009221779e-05
CTSZ,5.1216555,0.64887667,3.02865010822846e-07,1.8166663790393994e-05
AIF1,5.1060395,0.7313767,3.289806232875507e-07,1.9676444520422644e-05
ENAH,5.096906,0.49078932,3.4524969484101896e-07,2.0531506138345625e-05
WDR18,5.092781,0.63753474,3.5284905416273864e-07,2.0923647331462226e-05
S100A1,5.0818796,1.8124819,3.7371838098149444e-07,2.1973373959742443e-05
KCTD3,5.0735316,0.5127954,3.904997344200255e-07,2.2895384428784253e-05
SF3A3,5.067246,0.643093,4.0361261027363573e-07,2.35559184767844e-05
MUM1,5.049175,0.66548705,4.437222063328937e-07,2.5797860342493994e-05
TRPM4,5.0479965,0.63816416,4.4646750870383304e-07,2.588516636813811e-05
PPP6R1,5.045443,0.49994078,4.5247198594837104e-07,2.6160421987581655e-05
PLSCR1,5.041809,0.5748104,4.611512931013027e-07,2.649623109736014e-05
ZFP36L2,5.041416,0.6332514,4.6209915865963914e-07,2.649623109736014e-05
TMEM238,5.037782,0.67914736,4.7095646500921695e-07,2.6929911710719343e-05
GLMP,5.028354,0.59838253,4.947078880385436e-07,2.8210547894888346e-05
STOM,5.0219703,0.49481195,5.114410598200112e-07,2.908506617238719e-05
CDC34,5.0179434,0.6306723,5.222751389976511e-07,2.9539768323633448e-05
TRIM22,4.9983993,0.778077,5.780815760019177e-07,3.2509708136139614e-05
CNN3,4.9975157,0.6688118,5.807367973812607e-07,3.2509708136139614e-05
MMP1,4.9974174,1.2316853,5.810325466822301e-07,3.2509708136139614e-05
TMEM30A,4.987596,0.5990572,6.11352221728348e-07,3.404051709050904e-05
PTMA,4.987498,0.18789855,6.116629860598818e-07,3.404051709050904e-05
IFITM2,4.983275,0.34952632,6.251708425189197e-07,3.469948244317012e-05
ARRDC1,4.9806232,0.42727858,6.337989779953483e-07,3.508481895743399e-05
ZNF787,4.971293,0.6454007,6.65078893527089e-07,3.664012522030838e-05
GBP1,4.9711947,1.0031663,6.654159379877278e-07,3.664012522030838e-05
RARRES2,4.959213,0.6284797,7.077939796020723e-07,3.858500728895841e-05
JCHAIN,4.950865,1.1768591,7.388442271105463e-07,4.015222909420081e-05
TSC22D1,4.9467397,0.47061968,7.546670891351962e-07,4.0857868727014646e-05
RIN2,4.9460526,0.664021,7.573357720905246e-07,4.0857868727014646e-05
JUN,4.9459543,0.61009675,7.577177538496999e-07,4.0857868727014646e-05
RNF126,4.927392,0.67365104,8.333440026185932e-07,4.4704180594080927e-05
MRPS12,4.9176693,0.47910404,8.758076895488324e-07,4.674118269299846e-05
PCOLCE,4.911187,0.6777367,9.052662667696712e-07,4.818980070727349e-05
CUL9,4.909518,0.6428804,9.130072427267074e-07,4.8328517347027043e-05
HSP90B1,4.909125,0.30724585,9.148378896285507e-07,4.8328517347027043e-05
PTK7,4.8863397,0.6923656,1.0272797728080377e-06,5.3858441287724175e-05
LGALS3BP,4.8622775,0.20202284,1.1604272065236878e-06,6.038282969146009e-05
PDGFRB,4.8534384,0.720317,1.2133896274729765e-06,6.29812760753679e-05
TGFBI,4.85059,0.6467718,1.2309452311559517e-06,6.373356726686561e-05
C19orf66,4.8483315,0.7593774,1.2450421346486452e-06,6.430341639489695e-05
PDLIM7,4.847349,0.6554937,1.2512195464559078e-06,6.430341639489695e-05
MFSD1,4.839787,0.558299,1.2997831446246274e-06,6.663469549807142e-05
EFNA1,4.820636,0.3913228,1.4310144679977839e-06,7.282429128827842e-05
RPS12,4.819064,0.22379598,1.4423303326780878e-06,7.32211305960042e-05
GJA1,4.813957,1.0765896,1.4797041888826716e-06,7.461245862686277e-05
FPR3,4.813368,0.9838102,1.4840760003613522e-06,7.461245862686277e-05
RNPEP,4.811502,0.45949045,1.4980021534618114e-06,7.498736724766043e-05
R3HDM4,4.810716,0.52902067,1.5039033093826287e-06,7.499622800389564e-05
FAR2,4.8104215,0.82238173,1.5061219998860565e-06,7.499622800389564e-05
IFI44,4.8002076,0.7114532,1.5850119839461445e-06,7.836208891652031e-05
RNF144B,4.7912703,0.6458986,1.6572862629311216e-06,8.154788717883774e-05
CMPK2,4.787244,0.8758571,1.6908748855929716e-06,8.280910557348732e-05
PLEKHS1,4.785672,0.66599774,1.7041593185615254e-06,8.29152396925058e-05
TCF4,4.785574,0.9569755,1.7049929176704372e-06,8.29152396925058e-05
TIMP3,4.761807,0.54196304,1.9186734927320337e-06,9.287272111098733e-05
HNMT,4.7583694,0.85898006,1.9516314071690866e-06,9.424885408078276e-05
GCHFR,4.7551284,0.88090384,1.983203673008315e-06,9.555185474535896e-05
DAZAP1,4.7542443,0.5167784,1.9918990870150447e-06,9.57491630418733e-05
SLC38A10,4.74462,0.47775948,2.088984399095799e-06,9.995430179949415e-05
FBN1,4.7422624,0.6982797,2.1134442684311483e-06,0.00010089272707138972
MX2,4.734209,1.0951068,2.1991079858121605e-06,0.00010474195335627987
COL10A1,4.7259593,0.8573632,2.2903139696381555e-06,0.00010883697480376386
DNAJC1,4.7184954,0.5662775,2.375954536474405e-06,0.00011264947089334457
VWF,4.717415,0.69362086,2.3886017621205494e-06,0.0001129917206290389
HDGF,4.7117186,0.36758992,2.4563632117328275e-06,0.00011567136626472188
MESP1,4.708085,0.4813589,2.5005503693500454e-06,0.00011748635527686646
PLXDC2,4.7036653,0.8827832,2.5553203110735513e-06,0.00011978927242046148
PRRX1,4.696005,0.9446707,2.652993552618521e-06,0.00012325760670580781
SP110,4.6941385,0.59770864,2.6773229299773886e-06,0.00012411091194777142
ADAR,4.6814694,0.27084923,2.8482592532609202e-06,0.00013174148466082845
C1S,4.679407,0.587797,2.8770590209594918e-06,0.00013277850656818373
SULT2B1,4.677246,0.71991706,2.907529809663068e-06,0.00013359232993008188
SF3B5,4.654952,0.39568803,3.240559311960718e-06,0.00014791447701568067
TNFRSF1A,4.6527915,0.50906646,3.2747132143386984e-06,0.0001491463475782181
RUNX1,4.6515145,0.8021412,3.2950570574134994e-06,0.0001495614056976371
TGFBR2,4.6513186,0.9268772,3.2981976177195843e-06,0.0001495614056976371
MEAF6,4.638256,0.49528617,3.5136119056196326e-06,0.00015863843428105646
LGALS3,4.637078,0.44482636,3.533697900157642e-06,0.00015919997422918
MIDN,4.6356044,0.59569216,3.5589602471378923e-06,0.00015999178959811682
YIF1B,4.629417,0.6120745,3.6669656680439146e-06,0.00016413811487024955
MRPL23,4.609185,0.47597587,4.04249741045688e-06,0.00017940413880863432
CNDP2,4.590427,0.34038937,4.423403380761726e-06,0.0001954749850683112
KRT23,4.5796237,1.9076385,4.658134657482081e-06,0.00020497762105884152
CTSB,4.5744185,0.22728275,4.77544768673457e-06,0.0002092550908456702
RPS6,4.5699987,0.20277369,4.877269554525244e-06,0.00021302028922858888
FAU,4.5655794,0.23236433,4.9811688527139225e-06,0.00021689968305520414
CTSS,4.5517316,0.4907762,5.320623579187208e-06,0.00023023588186528598
TPRG1,4.54741,1.359914,5.431011413195125e-06,0.00023452504471834716
EMILIN1,4.5408297,0.6103076,5.603323418092743e-06,0.00024096606120698833
INHBA,4.5369997,0.86689115,5.706021355699571e-06,0.00024387090040560756
ENG,4.5241337,0.5719949,6.064334205203615e-06,0.00025812485101658086
POTEC,4.521089,1.9580815,6.15222358662412e-06,0.0002602690685609643
RHOG,4.516866,0.56884736,6.27615479982963e-06,0.0002649733996017321
SERP1,4.4962416,0.3694237,6.916512942190228e-06,0.00029082888965403515
PIEZO1,4.483376,0.31692892,7.347134657212095e-06,0.0003083130257161543
FLNA,4.47601,0.4477984,7.605093168486258e-06,0.0003184957931768068
TIA1,4.4725723,0.55092025,7.728416318723163e-06,0.0003230105567427789
SRGN,4.4679565,0.6524624,7.897032270738618e-06,0.0003293964522708489
NDUFS7,4.4655013,0.45022565,7.988148755420635e-06,0.0003325306563906502
SNX6,4.4637337,0.5280461,8.054374011451104e-06,0.00033456481007966413
HTRA1,4.4608855,0.507742,8.162175502392134e-06,0.00033774855051051664
